contest	year	month	day	time	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalsShoot	homeTotalGoalsReceived	homeTotalGoalDiff	guestTotalGoalsShoot	guestTotalGoalsReceived	guestTotalGoalDiff	homeTeamGoalsShootAtHome	homeTeamGoalsReceivedAtHome	homeTeamGoalsDiffAtHome	homeTeamGoalsShootAway	homeTeamGoalsReceivedAway	homeTeamGoalsDiffAway	guestTeamGoalsShootAtHome	guestTeamGoalsReceivedAtHome	guestTeamGoalsDiffAtHome	guestTeamGoalsShootAway	guestTeamGoalsReceivedAway	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints	fortlfd
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	FC Wacker Innsbruck	SV Mattersburg	4.000000	1.088235294	0.647058824	0.441176	1.406250	1.437500	-0.031250	0.600000	1.466667	-0.866667	1.473684	1.894737	-0.421053	1.437500	1.437500	0.000000	1.375000	1.437500	-0.062500	0.941176	1.437500	510
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	TSV Hartberg	FC Admira Wacker Mödling	2.000000	1.588235294	0.735294118	0.852941	1.212121	1.969697	-0.757576	1.529412	1.470588	0.058824	1.647059	2.764706	-1.117647	1.437500	2.000000	-0.562500	1.000000	1.941176	-0.941176	1.147059	0.909091	511
Bundesliga  Bundesliga	2019	05	Sa	17:00	7	SK Rapid Wien	SC Rheindorf Altach	-1.000000	1.604166667	0.354166667	1.250000	1.545455	1.424242	0.121212	1.545455	0.772727	0.772727	1.653846	1.769231	-0.115385	1.588235	1.882353	-0.294118	1.500000	0.937500	0.562500	1.520833	1.181818	512
Bundesliga  Bundesliga	2019	05	So	17:00	7	Red Bull Salzburg	SKN St. Pölten	7.000000	2.470588235	0.274509804	2.196078	1.314286	1.457143	-0.142857	2.521739	0.608696	1.913043	2.428571	1.000000	1.428571	1.187500	1.375000	-0.187500	1.421053	1.526316	-0.105263	2.490196	1.285714	513
Bundesliga  Bundesliga	2019	05	So	17:00	7	LASK	FK Austria Wien	3.000000	2.075	0.4	1.675000	1.514286	1.314286	0.200000	2.052632	0.842105	1.210526	2.095238	0.809524	1.285714	2.000000	1.388889	0.611111	1.000000	1.235294	-0.235294	2.050000	1.457143	514
Bundesliga  Bundesliga	2019	05	So	17:00	7	Wolfsberger AC	SK Sturm Graz	1.000000	1.5	0.705882353	0.794118	1.054054	1.405405	-0.351351	1.705882	1.411765	0.294118	1.294118	1.529412	-0.235294	1.166667	1.555556	-0.388889	0.947368	1.263158	-0.315789	1.441176	1.162162	515
Bundesliga  Bundesliga	2019	7	Fr	20:45	60	SK Rapid Wien	Red Bull Salzburg	-2.000000	1.591836735	0.387755102	1.204082	2.557692	0.807692	1.750000	1.521739	0.826087	0.695652	1.653846	1.769231	-0.115385	2.708333	0.583333	2.125000	2.428571	1.000000	1.428571	1.489796	2.500000	516
Bundesliga  Bundesliga	2019	7	Sa	17:00	60	FC Admira Wacker Mödling	Wolfsberger AC	-3.000000	1.205882353	0.941176471	0.264706	1.514286	1.457143	0.057143	1.437500	2.000000	-0.562500	1.000000	2.000000	-1.000000	1.722222	1.388889	0.333333	1.294118	1.529412	-0.235294	0.882353	1.485714	517
Bundesliga  Bundesliga	2019	7	Sa	17:00	60	WSG Tirol	FK Austria Wien	2.000000	0	0	0.000000	1.527778	1.416667	0.111111	0.000000	0.000000	0.000000	0.000000	3.000000	-3.000000	2.000000	1.388889	0.611111	1.055556	1.444444	-0.388889	0.000000	1.416667	518
Bundesliga  Bundesliga	2020	7	So	17:00	60	SK Sturm Graz	SKN St. Pölten	3.000000	1.052631579	0.736842105	0.315789	1.277778	1.611111	-0.333333	1.166667	1.555556	-0.388889	0.950000	1.300000	-0.350000	1.187500	1.375000	-0.187500	1.350000	1.800000	-0.450000	1.131579	1.250000	519
Bundesliga  Bundesliga	2019	7	So	17:00	60	LASK	SC Rheindorf Altach	2.000000	2.146341463	0.43902439	1.707317	1.558824	1.411765	0.147059	2.200000	0.900000	1.300000	2.095238	0.809524	1.285714	1.588235	1.882353	-0.294118	1.529412	0.941176	0.588235	2.073171	1.235294	520
Bundesliga  Bundesliga	2019	7	So	17:00	60	SV Mattersburg	TSV Hartberg	1.000000	1.363636364	0.696969697	0.666667	1.628571	2.085714	-0.457143	1.437500	1.437500	0.000000	1.294118	1.588235	-0.294118	1.611111	1.444444	0.166667	1.647059	2.764706	-1.117647	1.393939	1.200000	521
Bundesliga  Bundesliga	2019	7	Sa	17:00	7	FK Austria Wien	LASK	-3.000000	1.513513514	0.675675676	0.837838	2.142857	0.833333	1.309524	2.000000	1.388889	0.611111	1.052632	1.526316	-0.473684	2.190476	0.857143	1.333333	2.095238	0.809524	1.285714	1.378378	2.095238	522
Bundesliga  Bundesliga	2019	7	Sa	17:00	6	SC Rheindorf Altach	WSG Tirol	1	1.514285714	0.914285714	0.6	1.5	2	-0.5	1.588235294	1.882352941	-0.294117647	1.444444444	1	0.444444444	3	1	2	0	3	-3	1.2	1.5	523
Bundesliga  Bundesliga	2019	7	Sa	17:00	6	TSV Hartberg	FC Admira Wacker Mödling	3	1.611111111	0.722222222	0.888888889	1.171428571	2.028571429	-0.857142857	1.611111111	1.444444444	0.166666667	1.611111111	2.722222222	-1.111111111	1.352941176	2.058823529	-0.705882353	1	2	-1	1.166666667	0.857142857	524
Bundesliga  Bundesliga	2020	7	So	17:00	9	Red Bull Salzburg	SV Mattersburg	3	2.547169811	0.264150943	2.283018868	1.382352941	1.5	-0.117647059	2.708333333	0.583333333	2.125	2.413793103	0.965517241	1.448275862	1.470588235	1.411764706	0.058823529	1.294117647	1.588235294	-0.294117647	2.509433962	1.441176471	525
Bundesliga  Bundesliga	2019	7	So	17:00	8	Wolfsberger AC	SK Sturm Graz	-1	1.555555556	0.694444444	0.861111111	1.102564103	1.384615385	-0.282051282	1.722222222	1.388888889	0.333333333	1.388888889	1.444444444	-0.055555556	1.263157895	1.473684211	-0.210526316	0.95	1.3	-0.35	1.527777778	1.179487179	526
Bundesliga  Bundesliga	2019	7	So	17:00	7	SKN St. Pölten	SK Rapid Wien	0	1.243243243	0.594594595	0.648648649	1.56	1.34	0.22	1.1875	1.375	-0.1875	1.285714286	1.857142857	-0.571428571	1.458333333	0.875	0.583333333	1.653846154	1.769230769	-0.115384615	1.216216216	1.46	527
