contest	year	month	day	time	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalsShoot	homeTotalGoalsReceived	homeTotalGoalDiff	guestTotalGoalsShoot	guestTotalGoalsReceived	guestTotalGoalDiff	homeTeamGoalsShootAtHome	homeTeamGoalsReceivedAtHome	homeTeamGoalsDiffAtHome	homeTeamGoalsShootAway	homeTeamGoalsReceivedAway	homeTeamGoalsDiffAway	guestTeamGoalsShootAtHome	guestTeamGoalsReceivedAtHome	guestTeamGoalsDiffAtHome	guestTeamGoalsShootAway	guestTeamGoalsReceivedAway	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints	fortlfd
Bundesliga  Bundesliga	2018	05	Sa	16:00	7	LASK	SK Rapid Wien	-2.000000	1.444444	0.416667	1.027778	1.529412	1.411765	0.117647	1.625000	0.937500	0.687500	1.300000	1.300000	0.000000	1.375000	1.625000	-0.250000	1.666667	1.222222	0.444444	1.694444	1.411765	169
Bundesliga  Bundesliga	2018	05	So	16:30	8	LASK	Wolfsberger AC	-2.000000	1.405405	0.459459	0.945946	0.666667	1.533333	-0.866667	1.529412	1.000000	0.529412	1.300000	1.300000	0.000000	0.625000	1.375000	-0.750000	0.714286	1.714286	-1.000000	1.648649	0.800000	170
Bundesliga  Bundesliga	2018	05	So	17:30	7	SV Mattersburg	LASK	1.000000	1.312500	0.687500	0.625000	1.394737	1.210526	0.184211	1.250000	1.375000	-0.125000	1.375000	2.125000	-0.750000	1.500000	1.111111	0.388889	1.300000	1.300000	0.000000	1.125000	1.605263	171
ÖFB-Cup  ÖFB-Cup	2017	07	Di	18:30	45	SK Austria Klagenfurt	SKN St. Pölten	1.000000	0.000000	0.000000	0.000000	0.812500	2.812500	-2.000000	0.000000	0.000000	0.000000	0.000000	7.000000	-7.000000	0.750000	2.125000	-1.375000	0.875000	3.500000	-2.625000	0.000000	0.375000	172
Bundesliga  Bundesliga	2017	07	Sa	18:30	6	SKN St. Pölten	SK Rapid Wien	-3.000000	0.823529	1.000000	-0.176471	1.555556	1.333333	0.222222	0.750000	2.125000	-1.375000	0.888889	3.333333	-2.444444	1.375000	1.625000	-0.250000	1.700000	1.100000	0.600000	0.352941	1.500000	173
Bundesliga  Bundesliga	2017	08	Sa	18:30	7	SKN St. Pölten	SV Mattersburg	0.000000	0.833333	1.166667	-0.333333	1.352941	1.705882	-0.352941	0.777778	2.333333	-1.555556	0.888889	3.333333	-2.444444	1.333333	1.333333	0.000000	1.375000	2.125000	-0.750000	0.333333	1.235294	174
Bundesliga  Bundesliga	2017	08	Sa	16:00	6	Wolfsberger AC	SKN St. Pölten	1.000000	0.812500	0.687500	0.125000	0.789474	2.684211	-1.894737	0.625000	1.375000	-0.750000	1.000000	1.625000	-0.625000	0.700000	2.100000	-1.400000	0.888889	3.333333	-2.444444	0.937500	0.368421	175
Bundesliga  Bundesliga	2017	09	Sa	18:30	14	SKN St. Pölten	SC Rheindorf Altach	-1.000000	0.800000	1.050000	-0.250000	0.588235	1.529412	-0.941176	0.700000	2.100000	-1.400000	0.900000	3.200000	-2.300000	0.875000	1.250000	-0.375000	0.333333	1.777778	-1.444444	0.350000	0.529412	176
Bundesliga  Bundesliga	2017	09	Sa	18:30	6	SKN St. Pölten	FC Admira Wacker Mödling	0.000000	0.809524	1.095238	-0.285714	1.312500	2.562500	-1.250000	0.727273	2.090909	-1.363636	0.900000	3.200000	-2.300000	1.750000	2.375000	-0.625000	0.875000	2.750000	-1.875000	0.333333	0.875000	177
Bundesliga  Bundesliga	2017	10	Sa	18:30	14	SK Rapid Wien	SKN St. Pölten	1.000000	1.684211	0.684211	1.000000	0.818182	2.545455	-1.727273	1.375000	1.625000	-0.250000	1.909091	1.090909	0.818182	0.750000	2.000000	-1.250000	0.900000	3.200000	-2.300000	1.578947	0.363636	178
Bundesliga  Bundesliga	2017	10	Sa	18:30	7	SV Mattersburg	SKN St. Pölten	0.000000	1.277778	0.666667	0.611111	0.782609	2.478261	-1.695652	1.333333	1.333333	0.000000	1.222222	1.888889	-0.666667	0.750000	2.000000	-1.250000	0.818182	3.000000	-2.181818	1.222222	0.347826	179
Bundesliga  Bundesliga	2017	11	Sa	18:30	13	SKN St. Pölten	Wolfsberger AC	0.000000	0.791667	1.000000	-0.208333	0.882353	1.470588	-0.588235	0.750000	2.000000	-1.250000	0.833333	2.833333	-2.000000	0.777778	1.333333	-0.555556	1.000000	1.625000	-0.625000	0.375000	1.058824	180
Bundesliga  Bundesliga	2017	11	Sa	18:30	7	SC Rheindorf Altach	SKN St. Pölten	3.000000	0.666667	0.555556	0.111111	0.760000	2.320000	-1.560000	0.875000	1.250000	-0.375000	0.500000	1.700000	-1.200000	0.692308	1.846154	-1.153846	0.833333	2.833333	-2.000000	0.666667	0.400000	181
Bundesliga  Bundesliga	2017	12	Sa	18:30	3	FC Admira Wacker Mödling	SKN St. Pölten	1.000000	1.294118	1.117647	0.176471	0.730769	2.346154	-1.615385	1.750000	2.375000	-0.625000	0.888889	2.555556	-1.666667	0.692308	1.846154	-1.153846	0.769231	2.846154	-2.076923	0.882353	0.384615	182
Bundesliga  Bundesliga	2017	12	Sa	18:30	7	SKN St. Pölten	SK Rapid Wien	-5.000000	0.703704	0.888889	-0.185185	1.650000	1.250000	0.400000	0.692308	1.846154	-1.153846	0.714286	2.714286	-2.000000	1.333333	1.444444	-0.111111	1.909091	1.090909	0.818182	0.370370	1.650000	183
Bundesliga  Bundesliga	2018	02	Sa	18:30	7	SKN St. Pölten	SV Mattersburg	-3.000000	0.678571	1.035714	-0.357143	1.263158	1.578947	-0.315789	0.642857	2.071429	-1.428571	0.714286	2.714286	-2.000000	1.300000	1.300000	0.000000	1.222222	1.888889	-0.666667	0.357143	1.210526	184
Bundesliga  Bundesliga	2018	02	Sa	18:30	6	Wolfsberger AC	SKN St. Pölten	-1.000000	0.833333	0.666667	0.166667	0.655172	2.413793	-1.758621	0.777778	1.333333	-0.555556	0.888889	1.444444	-0.555556	0.600000	2.133333	-1.533333	0.714286	2.714286	-2.000000	1.055556	0.344828	185
Bundesliga  Bundesliga	2018	03	Sa	18:30	7	SKN St. Pölten	SC Rheindorf Altach	-1.000000	0.666667	1.066667	-0.400000	0.789474	1.421053	-0.631579	0.600000	2.133333	-1.533333	0.733333	2.533333	-1.800000	1.111111	1.111111	0.000000	0.500000	1.700000	-1.200000	0.433333	0.789474	186
Bundesliga  Bundesliga	2018	03	Sa	18:30	7	SKN St. Pölten	FC Admira Wacker Mödling	-1.000000	0.677419	1.096774	-0.419355	1.277778	2.333333	-1.055556	0.625000	2.125000	-1.500000	0.733333	2.533333	-1.800000	1.666667	2.111111	-0.444444	0.888889	2.555556	-1.666667	0.419355	1.000000	187
Bundesliga  Bundesliga	2018	04	Sa	18:30	7	SK Rapid Wien	SKN St. Pölten	1.000000	1.809524	0.619048	1.190476	0.687500	2.312500	-1.625000	1.333333	1.444444	-0.111111	2.166667	1.000000	1.166667	0.647059	2.117647	-1.470588	0.733333	2.533333	-1.800000	1.714286	0.406250	188
Bundesliga  Bundesliga	2018	04	Sa	18:30	7	SV Mattersburg	SKN St. Pölten	0.000000	1.350000	0.650000	0.700000	0.696970	2.303030	-1.606061	1.300000	1.300000	0.000000	1.400000	1.700000	-0.300000	0.647059	2.117647	-1.470588	0.750000	2.500000	-1.750000	1.300000	0.393939	189
Bundesliga  Bundesliga	2018	05	Sa	18:30	6	SKN St. Pölten	Wolfsberger AC	-1.000000	0.705882	1.058824	-0.352941	0.789474	1.368421	-0.578947	0.647059	2.117647	-1.470588	0.764706	2.411765	-1.647059	0.700000	1.300000	-0.600000	0.888889	1.444444	-0.555556	0.411765	1.000000	190
Bundesliga  Bundesliga	2018	05	Sa	18:30	7	SC Rheindorf Altach	SKN St. Pölten	-2.000000	0.850000	0.500000	0.350000	0.685714	2.228571	-1.542857	1.111111	1.111111	0.000000	0.636364	1.636364	-1.000000	0.611111	2.055556	-1.444444	0.764706	2.411765	-1.647059	0.900000	0.400000	191
Bundesliga  Bundesliga	2018	05	So	17:30	7	FC Admira Wacker Mödling	SKN St. Pölten	-2.000000	1.315789	1.000000	0.315789	0.750000	2.194444	-1.444444	1.666667	2.111111	-0.444444	1.000000	2.400000	-1.400000	0.611111	2.055556	-1.444444	0.888889	2.333333	-1.444444	1.105263	0.472222	192
Relegation Hinspiele	2018	05	Do	18:30	4	SC Wiener Neustadt	SKN St. Pölten	-2.000000	0.000000	0.000000	0.000000	0.783784	2.135135	-1.351351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.611111	2.055556	-1.444444	0.947368	2.210526	-1.263158	0.000000	0.540541	193
Relegation Rückspiele	2018	06	So	15:30	3	SKN St. Pölten	SC Wiener Neustadt	0.000000	0.815789	0.973684	-0.157895	0.000000	2.000000	-2.000000	0.611111	2.055556	-1.444444	1.000000	2.100000	-1.100000	0.000000	2.000000	-2.000000	0.000000	0.000000	0.000000	0.605263	0.000000	194
ÖFB-Cup  ÖFB-Cup	2017	07	Sa	19:00	45	FC Marchfeld Mannsdorf	Wolfsberger AC	-1.000000	0.000000	0.000000	0.000000	0.800000	1.300000	-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.700000	1.300000	-0.600000	0.900000	1.300000	-0.400000	0.000000	1.100000	195
Bundesliga  Bundesliga	2017	07	Sa	18:30	7	SV Mattersburg	Wolfsberger AC	1.000000	1.333333	0.666667	0.666667	0.857143	1.285714	-0.428571	1.272727	1.272727	0.000000	1.400000	1.700000	-0.300000	0.700000	1.300000	-0.600000	1.000000	1.272727	-0.272727	1.285714	1.190476	196
Bundesliga  Bundesliga	2017	08	So	16:30	8	Wolfsberger AC	SC Rheindorf Altach	1.000000	0.818182	0.590909	0.227273	0.857143	1.476190	-0.619048	0.700000	1.300000	-0.600000	0.916667	1.250000	-0.333333	1.100000	1.300000	-0.200000	0.636364	1.636364	-1.000000	1.136364	0.857143	197
Bundesliga  Bundesliga	2017	08	Sa	18:30	7	Wolfsberger AC	FC Admira Wacker Mödling	2.000000	0.826087	0.565217	0.260870	1.250000	2.250000	-1.000000	0.727273	1.181818	-0.454545	0.916667	1.250000	-0.333333	1.500000	2.100000	-0.600000	1.000000	2.400000	-1.400000	1.217391	1.050000	198
ÖFB-Cup  ÖFB-Cup	2017	09	Di	19:00	3	FC Gleisdorf 09	Wolfsberger AC	-1.000000	0.000000	0.000000	0.000000	0.875000	1.166667	-0.291667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.833333	1.083333	-0.250000	0.916667	1.250000	-0.333333	0.000000	1.291667	199
Bundesliga  Bundesliga	2017	09	Sa	16:00	4	SK Rapid Wien	Wolfsberger AC	2.000000	1.818182	0.636364	1.181818	0.920000	1.160000	-0.240000	1.400000	1.400000	0.000000	2.166667	1.000000	1.166667	0.833333	1.083333	-0.250000	1.000000	1.230769	-0.230769	1.772727	1.360000	200
Bundesliga  Bundesliga	2017	10	Sa	18:30	13	Wolfsberger AC	SV Mattersburg	0.000000	0.961538	0.500000	0.461538	1.318182	1.409091	-0.090909	0.833333	1.083333	-0.250000	1.071429	1.428571	-0.357143	1.250000	1.166667	0.083333	1.400000	1.700000	-0.300000	1.307692	1.363636	201
Bundesliga  Bundesliga	2017	10	Sa	18:30	7	SC Rheindorf Altach	Wolfsberger AC	1.000000	0.818182	0.590909	0.227273	1.000000	1.296296	-0.296296	1.100000	1.300000	-0.200000	0.583333	1.583333	-1.000000	0.923077	1.153846	-0.230769	1.071429	1.428571	-0.357143	0.818182	1.296296	202
ÖFB-Cup  ÖFB-Cup	2017	10	Mi	18:30	4	SV Wimpassing	Wolfsberger AC	1.000000	0.000000	0.000000	0.000000	1.035714	1.357143	-0.321429	0.000000	0.000000	0.000000	0.000000	3.000000	-3.000000	0.923077	1.153846	-0.230769	1.133333	1.533333	-0.400000	0.000000	1.250000	203
Bundesliga  Bundesliga	2017	11	Sa	18:30	6	FC Admira Wacker Mödling	Wolfsberger AC	0.000000	1.190476	1.000000	0.190476	1.000000	1.344828	-0.344828	1.500000	2.100000	-0.600000	0.909091	2.363636	-1.454545	0.923077	1.153846	-0.230769	1.062500	1.500000	-0.437500	1.000000	1.206897	204
Bundesliga  Bundesliga	2017	12	Sa	16:00	3	Wolfsberger AC	SK Rapid Wien	0.000000	0.966667	0.500000	0.466667	1.913043	1.217391	0.695652	0.923077	1.153846	-0.230769	1.000000	1.411765	-0.411765	1.636364	1.454545	0.181818	2.166667	1.000000	1.166667	1.200000	1.826087	205
Bundesliga  Bundesliga	2017	12	Sa	18:30	6	SV Mattersburg	Wolfsberger AC	4.000000	1.347826	0.608696	0.739130	0.935484	1.258065	-0.322581	1.250000	1.166667	0.083333	1.454545	1.727273	-0.272727	0.857143	1.071429	-0.214286	1.000000	1.411765	-0.411765	1.347826	1.193548	206
Bundesliga  Bundesliga	2018	02	Sa	18:30	49	Wolfsberger AC	SC Rheindorf Altach	0.000000	0.937500	0.468750	0.468750	0.913043	1.478261	-0.565217	0.857143	1.071429	-0.214286	1.000000	1.611111	-0.611111	1.272727	1.363636	-0.090909	0.583333	1.583333	-1.000000	1.156250	0.913043	207
Bundesliga  Bundesliga	2018	02	Sa	18:30	7	Wolfsberger AC	FC Admira Wacker Mödling	-2.000000	0.909091	0.454545	0.454545	1.136364	2.136364	-1.000000	0.800000	1.000000	-0.200000	1.000000	1.611111	-0.611111	1.363636	1.909091	-0.545455	0.909091	2.363636	-1.454545	1.151515	1.000000	208
Bundesliga  Bundesliga	2018	03	Sa	16:00	7	SK Rapid Wien	Wolfsberger AC	4.000000	1.833333	0.666667	1.166667	0.911765	1.382353	-0.470588	1.636364	1.454545	0.181818	2.000000	0.923077	1.076923	0.812500	1.125000	-0.312500	1.000000	1.611111	-0.611111	1.791667	1.117647	209
Bundesliga  Bundesliga	2018	04	Sa	18:30	7	Wolfsberger AC	SV Mattersburg	-2.000000	0.914286	0.514286	0.400000	1.500000	1.416667	0.083333	0.812500	1.125000	-0.312500	1.000000	1.789474	-0.789474	1.538462	1.153846	0.384615	1.454545	1.727273	-0.272727	1.085714	1.416667	210
Bundesliga  Bundesliga	2018	04	Sa	18:30	7	SC Rheindorf Altach	Wolfsberger AC	1.000000	0.875000	0.625000	0.250000	0.888889	1.500000	-0.611111	1.272727	1.363636	-0.090909	0.538462	1.461538	-0.923077	0.764706	1.176471	-0.411765	1.000000	1.789474	-0.789474	0.916667	1.055556	211
Bundesliga  Bundesliga	2018	04	Sa	18:30	7	FC Admira Wacker Mödling	Wolfsberger AC	2.000000	1.217391	0.913043	0.304348	0.891892	1.513514	-0.621622	1.363636	1.909091	-0.545455	1.083333	2.250000	-1.166667	0.764706	1.176471	-0.411765	1.000000	1.800000	-0.800000	1.086957	1.027027	212
Bundesliga  Bundesliga	2018	05	So	17:30	7	Wolfsberger AC	SK Rapid Wien	0.000000	0.921053	0.526316	0.394737	1.960000	1.160000	0.800000	0.764706	1.176471	-0.411765	1.047619	1.904762	-0.857143	1.916667	1.416667	0.500000	2.000000	0.923077	1.076923	1.000000	1.840000	213
ÖFB-Cup  ÖFB-Cup	2017	07	So	16:00	45	SC Schwaz	SK Rapid Wien	-2.000000	0.000000	0.000000	0.000000	1.884615	1.115385	0.769231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.916667	1.416667	0.500000	1.857143	0.857143	1.000000	0.000000	1.807692	214
Bundesliga  Bundesliga	2017	07	Sa	16:00	6	SK Rapid Wien	SV Mattersburg	0.000000	1.888889	0.629630	1.259259	1.520000	1.360000	0.160000	1.916667	1.416667	0.500000	1.866667	0.800000	1.066667	1.538462	1.153846	0.384615	1.500000	1.583333	-0.083333	1.851852	1.480000	215
Bundesliga  Bundesliga	2017	08	So	16:30	7	FC Admira Wacker Mödling	SK Rapid Wien	2.000000	1.333333	0.958333	0.375000	1.892857	1.107143	0.785714	1.583333	1.916667	-0.333333	1.083333	2.250000	-1.166667	1.923077	1.461538	0.461538	1.866667	0.800000	1.066667	1.166667	1.821429	216
Bundesliga  Bundesliga	2017	09	Sa	16:00	6	SC Rheindorf Altach	SK Rapid Wien	0.000000	0.920000	0.640000	0.280000	1.862069	1.172414	0.689655	1.333333	1.333333	0.000000	0.538462	1.461538	-0.923077	1.923077	1.461538	0.461538	1.812500	0.937500	0.875000	1.000000	1.758621	217
ÖFB-Cup  ÖFB-Cup	2017	09	Mi	20:30	4	ASK Elektra	SK Rapid Wien	-4.000000	0.000000	0.000000	0.000000	1.866667	1.200000	0.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.923077	1.461538	0.461538	1.823529	1.000000	0.823529	0.000000	1.733333	218
Bundesliga  Bundesliga	2017	09	Sa	18:30	7	SV Mattersburg	SK Rapid Wien	-1.000000	1.538462	0.576923	0.961538	1.935484	1.161290	0.774194	1.538462	1.153846	0.384615	1.538462	1.615385	-0.076923	1.923077	1.461538	0.461538	1.944444	0.944444	1.000000	1.461538	1.774194	219
Bundesliga  Bundesliga	2017	10	Sa	16:00	3	SK Rapid Wien	FC Admira Wacker Mödling	1.000000	1.906250	0.593750	1.312500	1.400000	2.040000	-0.640000	1.923077	1.461538	0.461538	1.894737	0.894737	1.000000	1.692308	1.846154	-0.153846	1.083333	2.250000	-1.166667	1.812500	1.240000	220
Bundesliga  Bundesliga	2017	11	Mi	20:30	3	SK Rapid Wien	SC Rheindorf Altach	-1.000000	1.878788	0.575758	1.303030	0.961538	1.423077	-0.461538	1.857143	1.357143	0.500000	1.894737	0.894737	1.000000	1.384615	1.384615	0.000000	0.538462	1.461538	-0.923077	1.848485	1.000000	221
Bundesliga  Bundesliga	2017	12	Sa	16:00	7	SK Rapid Wien	SV Mattersburg	0.000000	1.852941	0.617647	1.235294	1.481481	1.370370	0.111111	1.800000	1.400000	0.400000	1.894737	0.894737	1.000000	1.428571	1.142857	0.285714	1.538462	1.615385	-0.076923	1.794118	1.407407	222
Bundesliga  Bundesliga	2018	02	So	16:30	7	FC Admira Wacker Mödling	SK Rapid Wien	1.000000	1.346154	0.923077	0.423077	1.857143	1.142857	0.714286	1.692308	1.846154	-0.153846	1.000000	2.153846	-1.153846	1.812500	1.437500	0.375000	1.894737	0.894737	1.000000	1.192308	1.771429	223
ÖFB-Cup  ÖFB-Cup	2018	02	Mi	20:30	4	SK Rapid Wien	SV Ried	1.000000	1.833333	0.638889	1.194444	4.000000	1.000000	3.000000	1.812500	1.437500	0.375000	1.850000	0.950000	0.900000	4.000000	1.000000	3.000000	0.000000	0.000000	0.000000	1.722222	3.000000	224
Bundesliga  Bundesliga	2018	03	Sa	16:00	6	SC Rheindorf Altach	SK Rapid Wien	0.000000	1.000000	0.666667	0.333333	1.837838	1.162162	0.675676	1.384615	1.384615	0.000000	0.642857	1.428571	-0.785714	1.823529	1.411765	0.411765	1.850000	0.950000	0.900000	1.074074	1.756757	225
Bundesliga  Bundesliga	2018	04	So	16:30	15	SV Mattersburg	SK Rapid Wien	-2.000000	1.500000	0.571429	0.928571	1.789474	1.131579	0.657895	1.428571	1.142857	0.285714	1.571429	1.642857	-0.071429	1.823529	1.411765	0.411765	1.761905	0.904762	0.857143	1.392857	1.736842	226
Bundesliga  Bundesliga	2018	04	So	16:30	4	SK Rapid Wien	FC Admira Wacker Mödling	3.000000	1.846154	0.615385	1.230769	1.370370	1.962963	-0.592593	1.823529	1.411765	0.411765	1.863636	0.954545	0.909091	1.714286	1.785714	-0.071429	1.000000	2.153846	-1.153846	1.769231	1.259259	227
Bundesliga  Bundesliga	2018	05	So	16:30	7	SK Rapid Wien	SC Rheindorf Altach	3.000000	1.900000	0.625000	1.275000	0.964286	1.357143	-0.392857	1.944444	1.388889	0.555556	1.863636	0.954545	0.909091	1.285714	1.285714	0.000000	0.642857	1.428571	-0.785714	1.800000	1.071429	228
ÖFB-Cup  ÖFB-Cup	2017	07	Sa	17:00	45	FC Lendorf	FC Admira Wacker Mödling	-2.000000	0.000000	0.000000	0.000000	1.357143	2.035714	-0.678571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.714286	1.785714	-0.071429	1.000000	2.285714	-1.285714	0.000000	1.214286	229
Bundesliga  Bundesliga	2017	07	So	18:30	8	FC Admira Wacker Mödling	SC Rheindorf Altach	3.000000	1.413793	0.862069	0.551724	0.965517	1.448276	-0.482759	1.714286	1.785714	-0.071429	1.133333	2.200000	-1.066667	1.285714	1.285714	0.000000	0.666667	1.600000	-0.933333	1.275862	1.034483	230
Bundesliga  Bundesliga	2017	09	Sa	18:30	13	SV Mattersburg	FC Admira Wacker Mödling	-5.000000	1.517241	0.689655	0.827586	1.500000	1.966667	-0.466667	1.466667	1.333333	0.133333	1.571429	1.642857	-0.071429	1.866667	1.733333	0.133333	1.133333	2.200000	-1.066667	1.344828	1.333333	231
ÖFB-Cup  ÖFB-Cup	2017	09	Di	19:00	3	TuS Bad Gleichenberg	FC Admira Wacker Mödling	2.000000	0.000000	3.000000	-3.000000	1.612903	1.903226	-0.290323	0.000000	3.000000	-3.000000	0.000000	0.000000	0.000000	1.866667	1.733333	0.133333	1.375000	2.062500	-0.687500	0.000000	1.387097	232
Bundesliga  Bundesliga	2017	10	Sa	18:30	14	SC Rheindorf Altach	FC Admira Wacker Mödling	0.000000	0.966667	0.600000	0.366667	1.593750	1.937500	-0.343750	1.285714	1.285714	0.000000	0.687500	1.750000	-1.062500	1.866667	1.733333	0.133333	1.352941	2.117647	-0.764706	1.000000	1.343750	233
Bundesliga  Bundesliga	2017	11	Sa	18:30	7	FC Admira Wacker Mödling	SV Mattersburg	2.000000	1.606061	0.787879	0.818182	1.466667	1.600000	-0.133333	1.866667	1.733333	0.133333	1.388889	2.111111	-0.722222	1.375000	1.562500	-0.187500	1.571429	1.642857	-0.071429	1.333333	1.300000	234
Bundesliga  Bundesliga	2017	12	Sa	18:30	7	FC Admira Wacker Mödling	SC Rheindorf Altach	2.000000	1.617647	0.764706	0.852941	1.000000	1.548387	-0.548387	1.875000	1.625000	0.250000	1.388889	2.111111	-0.722222	1.333333	1.333333	0.000000	0.687500	1.750000	-1.062500	1.382353	1.000000	235
Bundesliga  Bundesliga	2018	03	Sa	18:30	7	SV Mattersburg	FC Admira Wacker Mödling	1.000000	1.419355	0.806452	0.612903	1.657143	1.857143	-0.200000	1.375000	1.562500	-0.187500	1.466667	1.666667	-0.200000	1.941176	1.588235	0.352941	1.388889	2.111111	-0.722222	1.258065	1.428571	236
Bundesliga  Bundesliga	2018	04	Sa	18:30	7	SC Rheindorf Altach	FC Admira Wacker Mödling	-1.000000	1.000000	0.625000	0.375000	1.666667	1.888889	-0.222222	1.333333	1.333333	0.000000	0.705882	1.823529	-1.117647	1.941176	1.588235	0.352941	1.421053	2.157895	-0.736842	0.968750	1.388889	237
Bundesliga  Bundesliga	2018	05	Sa	18:30	7	FC Admira Wacker Mödling	SV Mattersburg	0.000000	1.675676	0.729730	0.945946	1.468750	1.625000	-0.156250	1.941176	1.588235	0.352941	1.450000	2.100000	-0.650000	1.470588	1.588235	-0.117647	1.466667	1.666667	-0.200000	1.432432	1.312500	238
ÖFB-Cup  ÖFB-Cup	2017	07	Sa	17:00	45	FC Pinzgau Saalfelden	SV Mattersburg	-5.000000	0.000000	0.000000	0.000000	1.454545	1.606061	-0.151515	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.470588	1.588235	-0.117647	1.437500	1.625000	-0.187500	0.000000	1.303030	239
Bundesliga  Bundesliga	2017	08	So	16:30	7	SC Rheindorf Altach	SV Mattersburg	1.000000	1.000000	0.666667	0.333333	1.588235	1.588235	0.000000	1.312500	1.375000	-0.062500	0.705882	1.823529	-1.117647	1.470588	1.588235	-0.117647	1.705882	1.588235	0.117647	0.939394	1.352941	240
ÖFB-Cup  ÖFB-Cup	2017	09	Di	19:00	3	SC/ESV Parndorf	SV Mattersburg	-1.000000	0.000000	0.000000	0.000000	1.542857	1.571429	-0.028571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.470588	1.588235	-0.117647	1.611111	1.555556	0.055556	0.000000	1.314286	241
ÖFB-Cup  ÖFB-Cup	2017	10	Di	15:00	3	ASKÖ Oedt	SV Mattersburg	-3.000000	0.000000	0.000000	0.000000	1.555556	1.555556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.470588	1.588235	-0.117647	1.631579	1.526316	0.105263	0.000000	1.361111	242
Bundesliga  Bundesliga	2017	11	Sa	18:30	13	SV Mattersburg	SC Rheindorf Altach	1.000000	1.594595	0.729730	0.864865	1.000000	1.558824	-0.558824	1.470588	1.588235	-0.117647	1.700000	1.450000	0.250000	1.294118	1.294118	0.000000	0.705882	1.823529	-1.117647	1.405405	1.000000	243
Bundesliga  Bundesliga	2018	02	Sa	18:30	7	SC Rheindorf Altach	SV Mattersburg	0.000000	0.971429	0.628571	0.342857	1.578947	1.473684	0.105263	1.294118	1.294118	0.000000	0.666667	1.777778	-1.111111	1.444444	1.500000	-0.055556	1.700000	1.450000	0.250000	0.971429	1.447368	244
ÖFB-Cup  ÖFB-Cup	2018	02	Di	19:30	3	SV Mattersburg	TSV Hartberg	3.000000	1.564103	0.692308	0.871795	0.000000	0.000000	0.000000	1.444444	1.500000	-0.055556	1.666667	1.428571	0.238095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.435897	0.000000	245
Bundesliga  Bundesliga	2018	05	Sa	18:30	7	SV Mattersburg	SC Rheindorf Altach	-1.000000	1.625000	0.700000	0.925000	0.972222	1.527778	-0.555556	1.578947	1.473684	0.105263	1.666667	1.428571	0.238095	1.277778	1.277778	0.000000	0.666667	1.777778	-1.111111	1.475000	0.972222	246
Europa League Qualifikation  Europa League Qualifikation	2017	06	Do	18:00	45	Chikhura Sachkhere	SC Rheindorf Altach	-1.000000	0.000000	0.000000	0.000000	0.972973	1.486486	-0.513514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.277778	1.277778	0.000000	0.684211	1.684211	-1.000000	0.000000	1.027027	247
Bundesliga  Bundesliga	2017	07	Do	20:30	7	SC Rheindorf Altach	Chikhura Sachkhere	0.000000	0.973684	0.605263	0.368421	0.000000	1.000000	-1.000000	1.277778	1.277778	0.000000	0.700000	1.600000	-0.900000	0.000000	1.000000	-1.000000	0.000000	0.000000	0.000000	1.078947	0.000000	248
Europa League Qualifikation  Europa League Qualifikation	2017	07	Do	18:30	7	SC Rheindorf Altach	Dynamo Brest	0.000000	0.974359	0.615385	0.358974	0.000000	0.000000	0.000000	1.263158	1.263158	0.000000	0.700000	1.600000	-0.900000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.076923	0.000000	249
ÖFB-Cup  ÖFB-Cup	2017	07	So	11:00	3	FC Dornbirn	SC Rheindorf Altach	-4.000000	0.000000	0.000000	0.000000	0.975000	1.425000	-0.450000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.250000	1.250000	0.000000	0.700000	1.600000	-0.900000	0.000000	1.075000	250
Europa League Qualifikation  Europa League Qualifikation	2017	07	Do	18:30	4	Dynamo Brest	SC Rheindorf Altach	-3.000000	1.000000	0.000000	1.000000	1.073171	1.414634	-0.341463	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.250000	1.250000	0.000000	0.904762	1.571429	-0.666667	1.000000	1.121951	251
Europa League Qualifikation  Europa League Qualifikation	2017	07	Do	20:30	4	KAA Gent	SC Rheindorf Altach	0.000000	0.000000	0.000000	0.000000	1.119048	1.380952	-0.261905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.250000	1.250000	0.000000	1.000000	1.500000	-0.500000	0.000000	1.166667	252
